,seq,is_true,is_ignore,crop_path,original_path,x0,x1,y0,y1,col
1036,0,False,False,..\cropped_images\bremen_000084_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,588,608,162,196,r
1037,1,False,False,..\cropped_images\bremen_000084_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,200,220,506,540,r
1038,2,False,False,..\cropped_images\bremen_000084_000019_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,1964,1991,192,248,g
1039,3,False,False,..\cropped_images\bremen_000084_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,195,245,488,605,r
1040,4,False,False,..\cropped_images\bremen_000084_000019_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,1962,2008,152,268,g
1041,5,False,True,..\cropped_images\bremen_000084_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000084_000019_leftImg8bit.png,593,635,149,251,r
1042,0,False,False,..\cropped_images\bremen_000086_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000086_000019_leftImg8bit.png,1966,1986,394,428,r
1043,0,True,False,..\cropped_images\bremen_000089_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,715,765,180,297,r
1044,1,False,False,..\cropped_images\bremen_000089_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1958,1978,230,264,r
1045,2,False,False,..\cropped_images\bremen_000089_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1250,1270,302,336,r
1046,3,False,False,..\cropped_images\bremen_000089_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1316,1336,302,336,r
1047,4,False,False,..\cropped_images\bremen_000089_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1720,1740,332,366,r
1048,5,False,False,..\cropped_images\bremen_000089_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1196,1216,364,398,r
1049,6,False,False,..\cropped_images\bremen_000089_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1864,1884,462,496,r
1050,7,False,False,..\cropped_images\bremen_000089_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1350,1370,480,514,r
1051,8,False,False,..\cropped_images\bremen_000089_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,936,956,542,576,r
1052,9,False,False,..\cropped_images\bremen_000089_000019_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,962,982,568,602,r
1053,10,False,False,..\cropped_images\bremen_000089_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1646,1666,572,606,r
1054,11,False,False,..\cropped_images\bremen_000089_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,896,916,626,660,r
1055,12,False,False,..\cropped_images\bremen_000089_000019_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,660,687,0,32,g
1056,13,False,False,..\cropped_images\bremen_000089_000019_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1008,1035,548,604,g
1057,14,False,False,..\cropped_images\bremen_000089_000019_gF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1600,1627,552,608,g
1058,15,False,False,..\cropped_images\bremen_000089_000019_gF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1562,1589,596,652,g
1059,16,True,False,..\cropped_images\bremen_000089_000019_rT_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1955,2005,216,333,r
1060,17,False,False,..\cropped_images\bremen_000089_000019_rF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1347,1397,464,581,r
1061,18,False,False,..\cropped_images\bremen_000089_000019_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000089_000019_leftImg8bit.png,1558,1604,544,660,g
1062,0,False,False,..\cropped_images\bremen_000090_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000090_000019_leftImg8bit.png,1098,1118,462,496,r
1063,1,False,False,..\cropped_images\bremen_000090_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000090_000019_leftImg8bit.png,1095,1145,448,565,r
1064,0,False,False,..\cropped_images\bremen_000100_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000100_000019_leftImg8bit.png,1100,1120,384,418,r
1065,0,False,False,..\cropped_images\bremen_000101_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,454,474,280,314,r
1066,1,False,False,..\cropped_images\bremen_000101_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,420,440,282,316,r
1067,2,False,False,..\cropped_images\bremen_000101_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,1752,1772,354,388,r
1068,3,False,False,..\cropped_images\bremen_000101_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,1130,1150,444,478,r
1069,4,False,False,..\cropped_images\bremen_000101_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,1210,1230,444,478,r
1070,5,False,False,..\cropped_images\bremen_000101_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,423,473,272,389,r
1071,6,False,False,..\cropped_images\bremen_000101_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,1743,1793,344,461,r
1072,7,False,False,..\cropped_images\bremen_000101_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000101_000019_leftImg8bit.png,433,475,269,371,r
1073,0,False,False,..\cropped_images\bremen_000106_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,188,208,148,182,r
1074,1,False,False,..\cropped_images\bremen_000106_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1248,1268,240,274,r
1075,2,True,False,..\cropped_images\bremen_000106_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1202,1222,326,360,r
1076,3,False,False,..\cropped_images\bremen_000106_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,84,104,364,398,r
1077,4,False,False,..\cropped_images\bremen_000106_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,132,152,366,400,r
1078,5,False,False,..\cropped_images\bremen_000106_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,164,184,368,402,r
1079,6,False,False,..\cropped_images\bremen_000106_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,962,982,368,402,r
1080,7,False,False,..\cropped_images\bremen_000106_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1376,1396,454,488,r
1081,8,False,False,..\cropped_images\bremen_000106_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1374,1394,482,516,r
1082,9,False,False,..\cropped_images\bremen_000106_000019_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1038,1058,504,538,r
1083,10,False,False,..\cropped_images\bremen_000106_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1583,1633,540,657,r
1084,11,False,False,..\cropped_images\bremen_000106_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1688,1708,728,762,r
1085,12,False,False,..\cropped_images\bremen_000106_000019_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,486,513,430,486,g
1086,13,False,False,..\cropped_images\bremen_000106_000019_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1314,1341,436,492,g
1087,14,True,False,..\cropped_images\bremen_000106_000019_rT_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,183,233,144,261,r
1088,15,True,False,..\cropped_images\bremen_000106_000019_rT_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1243,1293,224,341,r
1089,16,False,False,..\cropped_images\bremen_000106_000019_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,1607,1657,480,597,r
1090,17,True,False,..\cropped_images\bremen_000106_000019_rT_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,177,219,157,259,r
1091,18,False,False,..\cropped_images\bremen_000106_000019_rF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000106_000019_leftImg8bit.png,263,346,443,621,r
1092,0,False,False,..\cropped_images\bremen_000116_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1282,1302,494,528,r
1093,1,False,False,..\cropped_images\bremen_000116_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1590,1610,528,562,r
1094,2,False,False,..\cropped_images\bremen_000116_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1991,2041,524,641,r
1095,3,True,False,..\cropped_images\bremen_000116_000019_gT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1386,1413,328,384,g
1096,4,True,False,..\cropped_images\bremen_000116_000019_gT_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,864,891,332,388,g
1097,5,False,False,..\cropped_images\bremen_000116_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1275,1325,484,601,r
1098,6,False,False,..\cropped_images\bremen_000116_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,1583,1633,520,637,r
1099,7,True,False,..\cropped_images\bremen_000116_000019_gT_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000116_000019_leftImg8bit.png,858,904,284,400,g
1100,0,False,False,..\cropped_images\bremen_000117_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,1168,1188,18,52,r
1101,1,False,False,..\cropped_images\bremen_000117_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,1288,1308,472,506,r
1102,2,False,False,..\cropped_images\bremen_000117_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,1404,1424,476,510,r
1103,3,False,False,..\cropped_images\bremen_000117_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,932,952,558,592,r
1104,4,False,False,..\cropped_images\bremen_000117_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,1279,1329,456,573,r
1105,5,False,False,..\cropped_images\bremen_000117_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000117_000019_leftImg8bit.png,1395,1445,464,581,r
1106,0,True,False,..\cropped_images\bremen_000120_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000120_000019_leftImg8bit.png,618,638,344,378,r
1107,1,True,False,..\cropped_images\bremen_000120_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000120_000019_leftImg8bit.png,700,720,400,434,r
1108,0,True,False,..\cropped_images\bremen_000121_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000121_000019_leftImg8bit.png,1384,1404,334,368,r
1109,1,False,False,..\cropped_images\bremen_000121_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000121_000019_leftImg8bit.png,922,942,448,482,r
1110,2,False,False,..\cropped_images\bremen_000121_000019_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000121_000019_leftImg8bit.png,18,45,0,14,g
1111,3,False,False,..\cropped_images\bremen_000121_000019_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000121_000019_leftImg8bit.png,164,191,0,16,g
1112,4,False,False,..\cropped_images\bremen_000121_000019_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000121_000019_leftImg8bit.png,0,17,16,72,g
1113,0,False,False,..\cropped_images\bremen_000128_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000128_000019_leftImg8bit.png,1252,1272,436,470,r
1114,0,True,False,..\cropped_images\bremen_000130_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1026,1046,166,200,r
1115,1,True,False,..\cropped_images\bremen_000130_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,726,746,344,378,r
1116,2,False,False,..\cropped_images\bremen_000130_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,584,604,354,388,r
1117,3,True,False,..\cropped_images\bremen_000130_000019_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1544,1564,354,388,r
1118,4,False,False,..\cropped_images\bremen_000130_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1524,1544,414,448,r
1119,5,False,False,..\cropped_images\bremen_000130_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1550,1570,414,448,r
1120,6,False,False,..\cropped_images\bremen_000130_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1152,1172,436,470,r
1121,7,False,False,..\cropped_images\bremen_000130_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,940,960,438,472,r
1122,8,False,False,..\cropped_images\bremen_000130_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1016,1036,438,472,r
1123,9,False,False,..\cropped_images\bremen_000130_000019_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1118,1138,440,474,r
1124,10,False,False,..\cropped_images\bremen_000130_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1190,1210,442,476,r
1125,11,False,False,..\cropped_images\bremen_000130_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,583,633,340,457,r
1126,12,False,False,..\cropped_images\bremen_000130_000019_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000130_000019_leftImg8bit.png,1635,1685,476,593,r
1127,0,True,False,..\cropped_images\bremen_000132_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,936,956,364,398,r
1128,1,False,False,..\cropped_images\bremen_000132_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,2014,2034,364,398,r
1129,2,False,False,..\cropped_images\bremen_000132_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1988,2008,366,400,r
1130,3,False,False,..\cropped_images\bremen_000132_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1320,1340,466,500,r
1131,4,False,False,..\cropped_images\bremen_000132_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1852,1872,504,538,r
1132,5,False,False,..\cropped_images\bremen_000132_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1822,1842,524,558,r
1133,6,False,False,..\cropped_images\bremen_000132_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1971,2021,348,465,r
1134,7,False,False,..\cropped_images\bremen_000132_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,2019,2048,348,465,r
1135,8,False,False,..\cropped_images\bremen_000132_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000132_000019_leftImg8bit.png,1823,1873,512,629,r
1136,0,True,False,..\cropped_images\bremen_000134_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1114,1134,302,336,r
1137,1,True,False,..\cropped_images\bremen_000134_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1162,1182,302,336,r
1138,2,False,False,..\cropped_images\bremen_000134_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,994,1014,406,440,r
1139,3,False,False,..\cropped_images\bremen_000134_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1092,1112,414,448,r
1140,4,False,False,..\cropped_images\bremen_000134_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1130,1150,440,474,r
1141,5,False,False,..\cropped_images\bremen_000134_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1146,1166,440,474,r
1142,6,False,False,..\cropped_images\bremen_000134_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,1204,1224,466,500,r
1143,7,False,False,..\cropped_images\bremen_000134_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000134_000019_leftImg8bit.png,991,1041,392,509,r
1144,0,False,True,..\cropped_images\bremen_000135_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000135_000019_leftImg8bit.png,1598,1618,318,352,r
1145,1,False,False,..\cropped_images\bremen_000135_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000135_000019_leftImg8bit.png,1040,1060,484,518,r
1146,0,True,False,..\cropped_images\bremen_000137_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,922,942,380,414,r
1147,1,False,False,..\cropped_images\bremen_000137_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,346,366,482,516,r
1148,2,False,False,..\cropped_images\bremen_000137_000019_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,1864,1891,74,130,g
1149,3,False,False,..\cropped_images\bremen_000137_000019_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,1894,1921,74,130,g
1150,4,False,False,..\cropped_images\bremen_000137_000019_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,1666,1693,138,194,g
1151,5,False,False,..\cropped_images\bremen_000137_000019_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000137_000019_leftImg8bit.png,1694,1721,138,194,g
1152,0,False,False,..\cropped_images\bremen_000138_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000138_000019_leftImg8bit.png,1714,1734,166,200,r
1153,1,False,False,..\cropped_images\bremen_000138_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000138_000019_leftImg8bit.png,1512,1532,260,294,r
1154,2,True,False,..\cropped_images\bremen_000138_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000138_000019_leftImg8bit.png,1707,1757,148,265,r
1155,3,True,False,..\cropped_images\bremen_000138_000019_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000138_000019_leftImg8bit.png,1507,1557,252,369,r
1156,0,True,False,..\cropped_images\bremen_000140_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000140_000019_leftImg8bit.png,1158,1178,232,266,r
1157,1,True,False,..\cropped_images\bremen_000140_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000140_000019_leftImg8bit.png,1026,1046,350,384,r
1158,2,False,False,..\cropped_images\bremen_000140_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000140_000019_leftImg8bit.png,602,622,382,416,r
1159,3,False,False,..\cropped_images\bremen_000140_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000140_000019_leftImg8bit.png,852,872,420,454,r
1160,4,False,False,..\cropped_images\bremen_000140_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000140_000019_leftImg8bit.png,832,852,422,456,r
1161,0,False,False,..\cropped_images\bremen_000143_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000143_000019_leftImg8bit.png,1454,1474,226,260,r
1162,1,False,False,..\cropped_images\bremen_000143_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000143_000019_leftImg8bit.png,1494,1514,234,268,r
1163,2,False,False,..\cropped_images\bremen_000143_000019_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000143_000019_leftImg8bit.png,932,959,308,364,g
1164,3,False,False,..\cropped_images\bremen_000143_000019_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000143_000019_leftImg8bit.png,880,907,314,370,g
1165,0,True,False,..\cropped_images\bremen_000144_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,864,884,254,288,r
1166,1,True,False,..\cropped_images\bremen_000144_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,922,942,254,288,r
1167,2,True,False,..\cropped_images\bremen_000144_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,750,770,360,394,r
1168,3,True,False,..\cropped_images\bremen_000144_000019_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,312,332,374,408,r
1169,4,False,False,..\cropped_images\bremen_000144_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,928,948,374,408,r
1170,5,False,False,..\cropped_images\bremen_000144_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000144_000019_leftImg8bit.png,1059,1109,148,265,r
1171,0,True,False,..\cropped_images\bremen_000145_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1762,1782,274,308,r
1172,1,True,False,..\cropped_images\bremen_000145_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1862,1882,382,416,r
1173,2,False,False,..\cropped_images\bremen_000145_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1786,1806,432,466,r
1174,3,False,False,..\cropped_images\bremen_000145_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1620,1640,438,472,r
1175,4,False,False,..\cropped_images\bremen_000145_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1756,1776,444,478,r
1176,5,False,False,..\cropped_images\bremen_000145_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1820,1840,444,478,r
1177,6,False,False,..\cropped_images\bremen_000145_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1660,1680,466,500,r
1178,7,False,False,..\cropped_images\bremen_000145_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1580,1600,468,502,r
1179,8,True,False,..\cropped_images\bremen_000145_000019_gT_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bremen\bremen_000145_000019_leftImg8bit.png,1878,1905,366,422,g
